Date Created,Date Modified,Campaign Record ID#,Campaign Name,Initiative Record ID#,Initiative -Website,Initiative - Page Name,Initiative - Campaign Type,Initiative Record ID# - CF Required Completion Date,Campaign Link Neighborhood,Instruction Set (URL),Raw File (URL),Estimated ULD's (Queued),Actual ULD's (Post Filters),CF Start Date,CF Status,Assigned CF TL,CF Completion Date,Cleaned For Email Marketing (# of Contacts for EM),CF Attrition,Campaign Contact List (URL),Contact Finding: History/Notes/Issues,Email Marketing Status,Email Marketing Required Send Date,Email Marketing Projected Send Date,Email Marketing Actual Send Out Date,Promoted URL,Correspondence Template,Panic Template,12 Week Check,Overlapping Contacts,Email DNC,# Total Email Sent,Projected Links From Email Sent,Final Campaign Contact List/Panic Gdoc,Email Marketing: History/Notes/Issues,# of Assignments,Add Pusedo Assignment,# of Links Built,Actual Conversion %,Projected Conversion (To Date) %,Links,Age of Campaign (Day),Age of Campaign (Week),Contacts,Add Contact,Actual Contacts Harvested (Ref Only),Initial Email Sent Date (For Verification Only),QA Start Date,QA Completion Date
01-19-2016 05:23 AM,01-19-2016 07:14 PM,4509,RMI_CombinedBL3_HomeSecuritySystems_BL_Reviews.com,738,Reviews.com,Home Security Systems,RMI,01-15-2016,protection1.com vectorsecurity.com protectamerica.com monitronics.com sonitrol.com supremealarm.com Backlinks ,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1w0LNR3qKq2oixSqEwngNL1Fy8QzHiv-DGJfR54C4z-8/edit#gid=165009677,4566,347,01-14-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,01-19-2016,92,73.487031700288%,https://docs.google.com/spreadsheets/d/11SmK-ni8Hxvh_2g5zA9Usr2EYxSHdBL3QhIbUEisfoM/edit#gid=1609142150,"[JAN-19-16 Lowell Dela Pena] Actual Contacts=167 ; Cleaned for Email Marketing=163 (Good Contacts=155, Duplicate Database=8); DNC Domain=1 ; Bad Email=1 ; Duplicate=1 ; Email DNC=1 ; Attrition=7.19%

[JAN-19-16 Lowell Dela Pena] Actual Contacts=167 ; Cleaned for Email Marketing=Good Contacts=92, Duplicate Database=5; DNC Domain=1 ; Bad Email=1 ; Duplicate=1 ; Email DNC=1 ; Additional DNC Domain=66 ; Attrition=44.91%, Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4509&z=iqm,0,,0%,4509,,,4509,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4509&z=iqm,0,,01-19-2016,01-19-2016
01-19-2016 07:15 AM,01-19-2016 07:34 PM,4510,RMI_BoschSecurity_HomeSecuritySystems_BL_Reviews.com,738,Reviews.com,Home Security Systems,RMI,01-15-2016,boschsecurity.com Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/17q2wYB_S3ud6vi74kule7Ha010ghuJGkbeLR0J5iJEY/edit#gid=937103519,4883,513,01-15-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,01-19-2016,120,76.608187134503%,https://docs.google.com/spreadsheets/d/1Y9bvi9hWySabHWHjYaCVpq_toTb8wfMDsHcK5gqmF1E/edit#gid=1609142150,"[JAN-19-16 Lowell Dela Pena] Actual Contacts=257 ; Cleaned for Email Marketing=252 (Good Contacts=252, Duplicate Database=0); DNC Domain=1 ; Bad Email=1 ; Duplicate=3 ; Email DNC=0 ; Attrition=1.95%

[JAN-19-16 Lowell Dela Pena] Updated Noted - Actual Contacts=257 ; Cleaned for Email Marketing=Good Contacts=120 , Duplicate Database=0 ; DNC Domain=1 ; Bad Email=1 ; Duplicate=3 ; Email DNC=0 ; Additional DNC Domain=131 ; Attrition=53.31%",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4510&z=iqm,0,,0%,4510,,,4510,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4510&z=iqm,0,,01-19-2016,01-19-2016
01-19-2016 07:44 PM,01-19-2016 07:44 PM,4518,RMI_ASISOnline_HomeSecuritySystems_BL_Reviews.com,738,Reviews.com,Home Security Systems,RMI,01-15-2016,asisonline.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1V1vNkXZUg1gI7PGfG9t08f0uot75xRabqwSNuBsNI-M/edit#gid=1314114971,7481,1749,01-15-2016,11. CF Complete/Ready for Email Marketing,Julie Ann Marie Donio <58858854.cekc>,01-19-2016,770,55.974842767296%,https://docs.google.com/spreadsheets/d/1tqurrPdAbSaOKkId6_hpBaARlcUfIzPq_ptfNqm6DO4/edit#gid=1609142150,"[JAN-19-16 Lowell Dela Pena] Actual Contacts= 886; Cleaned for Email Marketing=Good Contacts=770, Duplicate Database=76; DNC Domain=1; Bad Email= 2; Duplicate= 19; Email DNC= 2; Foreign=0 ; Additional DNC Domain = 16; Attrition=13.09%, Uploaded contacts include Duplicate Database",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4518&z=iqm,0,,0%,4518,,,4518,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4518&z=iqm,0,,01-19-2016,01-19-2016
01-18-2016 03:48 PM,01-21-2016 10:14 AM,4496,RMI_CombinedBL1_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,https://docs.google.com/spreadsheets/d/1CXL3xyhAha1OOzTU9FeujXQ9S_sJQ2nKiLQHlG8BFI8/edit#gid=58500400,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1aMsPrP1BhgEltxWmx6NPRNjcy6x0VAOyNQRuQuYOtpA/edit#gid=1201169040,253,11,01-06-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-13-2016,5,54.545454545455%,https://docs.google.com/spreadsheets/d/1tZiyAGjyCTFP7HIuNsIP5lubLQGX0B7BK9gEz0MZBwg/edit#gid=1609142150,[JAN-18-16 Lowell Dela Pena] Actual Contacts= 5; Cleaned for Email Marketing=5; DNC Domain=0; Bad Email= 0; Duplicate= 0; Email DNC= 0; Duplicate Database=0; Foreign=0 ; Good for Other Campaigns=0; Attrition=0%. Cleaned before 1/19 update,,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4496&z=iqm,0,,0%,4496,,,4496,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4496&z=iqm,0,,01-13-2016,01-13-2016
01-18-2016 04:33 PM,01-21-2016 10:14 AM,4497,RMI_CombinedBL2_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,www.nlm.nih.gov/medlineplus/vitamins.html vitamins-nutrition.org nutri-facts.org vitamindcouncil.org https://docs.google.com/spreadsheets/d/1_2G0PUolE2B4yHpMa5WrGBL4df1CHJpJfl8pIjqN6sY/edit#gid=461333991 ,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1_2G0PUolE2B4yHpMa5WrGBL4df1CHJpJfl8pIjqN6sY/edit#gid=461333991,6098,772,01-11-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-15-2016,343,55.569948186528%,https://docs.google.com/spreadsheets/d/1bLYYmF7WmkypquxMUIG46ymZuiotHzIH0YvHXbAGX60/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 402; Cleaned for Email Marketing=343; DNC Domain=6; Bad Email= 4; Duplicate= 3; Email DNC= 8; Duplicate Database=37; Foreign=0 ; Good for Other Campaigns=1; Attrition=14.7%, Cleaned before 1/19 update",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4497&z=iqm,0,,0%,4497,,,4497,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4497&z=iqm,0,,01-15-2016,01-15-2016
01-18-2016 04:39 PM,01-21-2016 10:14 AM,4498,RMI_CombinedBL6_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,nutritionadvisor.com cforyourself.com vitamin-insight.com nutri.com healthy.net Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1F_MoBt9kL4vc2kYzCPABlA5b7C5zhKpO6sQv_4IO6Tk/edit#gid=1981615499,8591,1395,01-13-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-15-2016,479,65.663082437276%,https://docs.google.com/spreadsheets/d/1o96kwP--_CTu9OsCLWkshv65bOjdzGYp1o06ZqUrEmI/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 663; Cleaned for Email Marketing= 479+8; DNC Domain=9; Bad Email= 0; Duplicate= 14; Email DNC= 12; Duplicate Database=141; Foreign=0 ; Good for Other Campaigns=8; Attrition=27.75%, Cleaned before 1/19 update",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4498&z=iqm,0,,0%,4498,,,4498,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4498&z=iqm,0,,01-15-2016,01-15-2016
01-18-2016 09:27 PM,01-21-2016 10:14 AM,4499,RMI_CombinedBL3_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,multivitaminguide.org vitaminangels.org vitamins-supplements.org vitamincfoundation.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1JaOIt80SP0iROnlU3LB0gushK1V0-UT2i-SF3fPy5lg/edit#gid=1311028537,3018,349,01-11-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-18-2016,161,53.868194842407%,https://docs.google.com/spreadsheets/d/13038EdOryR2R45sQcFS9QMNhTvM0iB4sX_JQW72xaMs/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 183; Cleaned for Email Marketing=161 (Good Contacts=132, Duplicate Database=29); DNC Domain=2; Bad Email= 0; Duplicate= 16; Email DNC= 3; Foreign=0 ; Attrition=27.87%",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4499&z=iqm,0,,0%,4499,,,4499,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4499&z=iqm,0,,01-18-2016,01-18-2016
01-18-2016 09:33 PM,01-21-2016 10:14 AM,4500,RMI_CombinedBL4_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,online-vitamins-guide.com vitaminworld.com vitaminstuff.com Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1G1ifBHzKx30mBiW3AHaE1JUu60CE1cXW-AJ7IxtnxNc/edit#gid=639271068,2708,126,01-11-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-08-2016,51,59.52380952381%,https://docs.google.com/spreadsheets/d/1IDhzTsFObWwL-5CMPyZUZcX34oJCBF-yWch_s8BjT4k/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 56; Cleaned for Email Marketing=51 (Good Contacts=47, Duplicate Database=4); DNC Domain=0; Bad Email= 0; Duplicate= 5; Email DNC= 0; Foreign=0 ; Attrition=16.1%",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4500&z=iqm,0,,0%,4500,,,4500,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4500&z=iqm,0,,01-08-2016,01-08-2016
01-18-2016 09:38 PM,01-21-2016 10:14 AM,4501,RMI_CombinedBL5_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,crnusa.org grassrootshealth.net gainhealth.org nutritionfacts.org Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1-jIjf70WssDgAgGR460CoX2j9DpfAGfXbaJzcVwFLUI/edit#gid=1524836321,7930,1107,01-12-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-18-2016,538,51.400180668473%,https://docs.google.com/spreadsheets/d/1PL8oYyZ1uyuqN27UrRjHg0Z-QxMfaEadxVvLCcG43NY/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 575; Cleaned for Email Marketing=538 (Good Contacts=478, Duplicate Database=60); DNC Domain=3; Bad Email= 3; Duplicate= 23; Email DNC= 8; Foreign=0 ; Attrition=16.87%",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4501&z=iqm,0,,0%,4501,,,4501,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4501&z=iqm,0,,01-18-2016,01-18-2016
01-18-2016 09:42 PM,01-21-2016 10:14 AM,4502,RMI_LifeExtension_Multivitamin_BL_Reviews.com,736,Reviews.com,Multivitamins,RMI,01-15-2016,lifeextension.com Backlinks,https://docs.google.com/document/d/1S2VadckKauN5542VduTwvH7D84Xj9zfo09VYOhiP3jE/edit,https://docs.google.com/spreadsheets/d/1zuMl6Uh-qRS9HoABKZV-RDtf4pV3BqAqycRj2aDnpFI/edit#gid=1730925148,9983,932,01-12-2016,14. CF Complete - List/Campaign Re-allocated to Other campaign.,Julie Ann Marie Donio <58858854.cekc>,01-18-2016,421,54.828326180258%,https://docs.google.com/spreadsheets/d/1Z6Kbime64mkVLGc_WDS5e9-WkqoUC7SmJaMOxxXmXc8/edit#gid=1609142150,"[JAN-18-16 Lowell Dela Pena] Actual Contacts= 464; Cleaned for Email Marketing=421 (Good Contacts=378, Duplicate Database=43); DNC Domain=12; Bad Email= 4; Duplicate= 25; Email DNC= 2; Foreign=0 ; Attrition=18.53%",,,,,,,,,,,,0,,,0,https://donniedinh.quickbase.com/db/bkig5hrew?a=API_GenAddRecordForm&_fid_6=4502&z=iqm,0,,0%,4502,,,4502,https://donniedinh.quickbase.com/db/bkig5hmcr?a=API_GenAddRecordForm&_fid_31=4502&z=iqm,0,,01-18-2016,01-18-2016
