Campaign Record ID#,Campaign Name,Initiative Record ID#,Initiative -Website,Initiative - Page Name,Initiative - Campaign Type,Initiative Record ID# - CF Required Completion Date,Campaign Link Neighborhood,Instruction Set (URL),Raw File (URL),Estimated ULD's (Queued),Actual ULD's (Post Filters),CF Start Date,CF Status,Assigned CF TL,CF Completion Date,Cleaned For Email Marketing (# of Contacts for EM),CF Attrition,Campaign Contact List (URL),Contact Finding: History/Notes/Issues,Email Marketing Status,Email Marketing Required Send Date,Email Marketing Projected Send Date,Email Marketing Actual Send Out Date,Promoted URL,Correspondence Template,Panic Template,12 Week Check,Overlapping Contacts,Email DNC,# Total Email Sent,Projected Links From Email Sent,Final Campaign Contact List/Panic Gdoc,Email Marketing: History/Notes/Issues,# of Assignments,Add Pusedo Assignment,Total Bucketed,Total Bucketing/Auto Responses,Total Bucketing/Positive Responses,Total Bucketing/Negative Responses,Total Bucketing/Hard Bounces,Total Bucketing/Wrong Contact,Total Response Rate %,Total Auto Responses %,Total Positive Responses %,Total Negative Responses %,Total Link Promises,Total Open Threads,Total Closed,# of Links Built,Actual Conversion %,Projected Conversion (To Date) %,Links,Total Closed/Do Not Contact,Total Closed/Not Interested,Total Closed/Not Relevant,Total Closed/No Response,Total Closed/Wrong Contact,Age of Campaign (Day),Age of Campaign (Week),Projected Links Built To Date,Performance - Links Builts Vs. Projected to Date,Performance Status,Campaign Performance: History/Notes/Issues,Contacts,Add Contact,Actual Contacts Harvested (Ref Only),Initial Email Sent Date (For Verification Only),QA Start Date,QA Completion Date,# of DNC,# of GOV Links,# of EDU Links,Total T2 Sent,# of ULD
4634,Michigan_EdLabs_OCNET,839,OnlineColleges.net,Michigan,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/michigan/,https://docs.google.com/document/d/1JuzlpjHuswNnQKFRLTkLjDiaj2geQb3lDS_zQ-sQkeo/edit,https://docs.google.com/spreadsheets/d/1HGpJA1Yxy9ZxipRGyFutZ-XHv9_1djHQEdFpi4Nvmds/edit#gid=1716671053,0,,,3954,29.655,https://drive.google.com/open?id=1-EfBpP7gYgZefnIdEq8nkHn1GpwKheUZxBeFq5fNIKQ,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4634&z=bgfd,787,120,307,98,261,6,19.903894790086%,3.0349013657056%,7.7642893272635%,2.478502781993%,3,298,489,45,0.83459787556904%,0.7422%,4634,64,66,24,0,38,345 days,49,29.346588,15.653412,<font color=green><b>Performing</b></font>,,4634,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4634&z=bgfd,1015,02-01-2016,,,41,0,0,230,33
4620,Iowa_EdLabs_OCNET,832,OnlineColleges.net,Iowa,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/iowa/,https://docs.google.com/document/d/11bIiKPhTGzyYgjFOgZFzjKjXM6Tdmmc4syYbWaV2B4I/edit,https://docs.google.com/spreadsheets/d/1iLHhAiR9vjabAXPyBr2QQuPkSsqaY6fle88zt_KLfd4/edit#gid=1716671053,0,,,2212,16.59,https://drive.google.com/open?id=1rfsG6qI6xGO1koFXbklaK9GFQh1lCRk2weH-IvwnPFQ,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4620&z=bgfd,484,67,300,32,75,0,21.880650994575%,3.0289330922242%,13.562386980108%,1.4466546112116%,4,194,290,16,0.54249547920434%,0.7422%,4620,45,73,29,0,36,345 days,49,16.417464,-0.417464,<font color=red><b>Under Performing</b></font>,,4620,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4620&z=bgfd,638,02-01-2016,,,45,0,0,176,12
4621,Iowa_CMN_OCNET,832,OnlineColleges.net,Iowa,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/iowa/,https://docs.google.com/document/d/1j0_Qlk6MIILX7h1UfFAa-NIC4UQ9I0079YSsgtlNmrI/edit,https://docs.google.com/spreadsheets/d/1OdBjRATc31tf6bpR3NVXD0yJHAnpiPzaCNR8Q11kep8/edit#gid=1716671053,7,,,639,4.7925,https://drive.google.com/open?id=145KQ9iKjexaGPrMvYPrmQBD-XKdCMxkS_iCWZJRu1vs,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4621&z=bgfd,188,40,108,15,25,0,29.42097026604%,6.2597809076682%,16.901408450704%,2.3474178403756%,0,83,105,6,0.62597809076682%,0.7422%,4621,15,24,9,0,18,345 days,49,4.742658,1.257342,<font color=green><b>Performing</b></font>,,4621,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4621&z=bgfd,208,02-01-2016,,,16,0,0,75,4
4635,Michigan_CMN_OCNET,839,OnlineColleges.net,Michigan,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/michigan/,https://docs.google.com/document/d/1uBs9ZQTlongQ0ccMIxLydqxfUrN9-aj3H5ECtEC0cxA/edit,https://docs.google.com/spreadsheets/d/1D8yJn_g0EonrJqvqlrEa2jAE5Z5BD0_hCkqlhSaqiD4/edit#gid=1716671053,36,,,1231,9.2325,https://drive.google.com/open?id=1zMJJAl90asHSbutzJR8mioPyfsDQcfkMbk2KW6AKGyk,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4635&z=bgfd,332,35,146,38,110,2,26.969943135662%,2.8432168968318%,11.860276198213%,3.0869212022746%,0,99,233,22,1.5434606011373%,0.7422%,4635,22,53,10,0,23,345 days,49,9.136482,12.863518,<font color=green><b>Performing</b></font>,,4635,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4635&z=bgfd,370,02-01-2016,,,18,0,1,113,19
4666,Pennsylvania_EdLabs_OCNET,855,OnlineColleges.net,Pennsylvania,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/pennsylvania/,https://docs.google.com/document/d/1YOe4nPEKeoMUP9WtQQVCUfZ_jSOXsRnO9_ND1XSsVp8/edit,https://docs.google.com/spreadsheets/d/1xjstOzSlFW159mhovC-FnK6BZBh7qrCawfa6O_e_rtI/edit#gid=1716671053,0,,,1923,14.4225,https://drive.google.com/open?id=1jlWXGzIQWCScEDv2DXuCXRWXYFMQ_JsO2h6apct5Okc,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4666&z=bgfd,463,70,215,14,124,0,24.076963078523%,3.6401456058242%,11.180447217889%,0.72802912116485%,3,186,277,21,1.0920436817473%,0.7422%,4666,32,47,23,0,29,345 days,49,14.272506,6.727494,<font color=green><b>Performing</b></font>,,4666,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4666&z=bgfd,461,02-01-2016,,,30,0,0,140,21
4608,Florida_EdLabs_OCNET,826,OnlineColleges.net,Florida,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/florida/,https://docs.google.com/document/d/1D0RuIqnP8c9sHRse7Ospf4mEQhmd5HFhtHVSbe6VQxw/edit,https://docs.google.com/spreadsheets/d/1dMCWBcuNf2mmqRv46NThQ7EYQTJqBqg4-Cv0Ytq2f7c/edit#gid=1716671053,0,,,4076,30.57,https://drive.google.com/open?id=1oXb2nf-uDwFWiNKdHLG475Gc5F6opqi0fobfdnAQ7uk,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4608&z=bgfd,597,93,222,34,237,0,14.6467124632%,2.2816486751717%,5.4465161923454%,0.8341511285574%,2,203,394,22,0.44160942100098%,0.7422%,4608,46,46,15,0,31,345 days,49,30.252072,-8.252072,<font color=red><b>Under Performing</b></font>,,4608,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4608&z=bgfd,751,02-01-2016,,,39,0,0,145,18
4618,Indiana_EdLabs_OCNET,831,OnlineColleges.net,Indiana,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-01-2016,02-01-2016,http://www.onlinecolleges.net/indiana/,https://docs.google.com/document/d/14gwdJg62WAXrxv3S7QZR_0n7luT0NuBRohXWkFzcTXc/edit,https://docs.google.com/spreadsheets/d/1Su1kQAunXyTP56eWe_67lhdrsvitcquVUPIloLveOpE/edit#gid=1716671053,16,,,2780,20.85,https://drive.google.com/open?id=156fhKQCcK1jQZfYi6GctZznG8ZPExiE1pbDnFZTY4gg,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4618&z=bgfd,586,54,320,45,164,0,21.079136690647%,1.9424460431655%,11.510791366906%,1.6187050359712%,5,199,387,27,0.86330935251799%,0.7422%,4618,55,59,31,0,39,345 days,49,20.63316,6.36684,<font color=green><b>Performing</b></font>,,4618,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4618&z=bgfd,724,02-01-2016,,,54,0,0,186,24
4657,NorthCarolina_CMN_OCNET,850,OnlineColleges.net,North Carolina,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-02-2016,02-03-2016,http://www.onlinecolleges.net/north-carolina/,https://docs.google.com/document/d/1DusOhqgf7gmIKVeB9Pk1IrQDR41RkvyU5KdX-AGmetQ/edit,https://docs.google.com/spreadsheets/d/1pMeqmjxnN_nJPnYQU182KANMWlI1DEEljqfbEIrYiJw/edit#gid=1716671053,15,,,694,5.205,https://drive.google.com/open?id=1WyXz77dUDGosS-BQYuwMnt8oQ9Fa4Dckz5IgjiPDhCM,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4657&z=bgfd,255,33,126,8,88,0,36.743515850144%,4.7550432276657%,18.155619596542%,1.1527377521614%,2,66,189,3,0.43227665706052%,0.7422%,4657,9,30,21,13,17,343 days,49,5.150868,-2.150868,<font color=red><b>Under Performing</b></font>,,4657,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4657&z=bgfd,225,02-03-2016,,,12,0,2,67,3
4660,Ohio_EdLabs_OCNET,852,OnlineColleges.net,Ohio,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-02-2016,02-03-2016,http://www.onlinecolleges.net/ohio/,https://docs.google.com/document/d/1VjuJeVjmEDN6JNqbrQzsIa-NlMrC5mRWamnCNrmlgBs/edit,https://docs.google.com/spreadsheets/d/1cYl085JAxo_YPe6qO-woSw0Naz9LKHUICjxV5FYylfc/edit#gid=1716671053,2,,,5551,41.6325,https://drive.google.com/open?id=1FFU5pKt4Dqxuu2Xbf4pCv1HAFtAB7iZBIGn-nU-d7C4,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4660&z=bgfd,1324,128,628,60,459,1,23.851558277788%,2.305890830481%,11.313276887047%,1.080886326788%,7,462,862,51,0.79264997297784%,0.7422%,4660,75,136,58,0,67,343 days,49,41.199522,9.800478,<font color=green><b>Performing</b></font>,,4660,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4660&z=bgfd,1307,02-03-2016,,,56,0,0,434,44
4667,Pennsylvania_CMN_OCNET,855,OnlineColleges.net,Pennsylvania,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-02-2016,02-03-2016,http://www.onlinecolleges.net/pennsylvania/,https://docs.google.com/document/d/1k_1UPj1q3CPtSlv1Did12J9LKVwHA1r_nok8DWmqwa8/edit,https://docs.google.com/spreadsheets/d/1Le_o5Astnpr33phj2DClG_j-ep4NII89uTbah1XelEc/edit#gid=1716671053,15,,,1261,9.4575,https://drive.google.com/open?id=1_TFC8Ao8Ps_dMq0ZSlBa4qiPiRSsRlEbEYGM9uWphD0,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4667&z=bgfd,358,68,169,12,108,0,28.390166534496%,5.3925455987312%,13.40206185567%,0.95162569389374%,0,71,287,6,0.47581284694687%,0.7422%,4667,25,35,13,63,26,343 days,49,9.359142,-3.359142,<font color=red><b>Under Performing</b></font>,,4667,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4667&z=bgfd,373,02-03-2016,,,24,0,0,124,6
4656,NorthCarolina_EdLabs_OCNET,850,OnlineColleges.net,North Carolina,RMI,,,,,,,,11. CF Complete/Ready for Email Marketing,,,,,,,7. Email Marketing In Progress,,02-02-2016,02-03-2016,http://www.onlinecolleges.net/north-carolina/,https://docs.google.com/document/d/1Tgk_Hz8BdwYgKcofegHrzYw2npldq2fUobAFVCddyyA/edit,https://docs.google.com/spreadsheets/d/1-KMLcEqd4DDMeqZWlBIdJghZVudq4tP8Tc0wQYVbQCU/edit#gid=1716671053,3,,,4015,30.1125,https://drive.google.com/open?id=1P5ZckFufxEcQyI1vltBgnOft1T2OAGfhZKWudvA6yBk,,1,https://donniedinh.quickbase.com/db/bkmbxcgut?a=API_GenAddRecordForm&_fid_6=4656&z=bgfd,1122,115,555,45,375,0,27.945205479452%,2.8642590286426%,13.823163138232%,1.120797011208%,6,121,1001,33,0.67247820672478%,0.7422%,4656,78,165,53,218,66,343 days,49,29.79933,3.20067,<font color=green><b>Performing</b></font>,,4656,https://donniedinh.quickbase.com/db/bkmbxb9n2?a=API_GenAddRecordForm&_fid_31=4656&z=bgfd,1117,02-03-2016,,,70,0,0,363,27
